trade_no,side,entry_time,exit_time,holding_hours,entry,exit_price,sl,tp,sl_dist,tp_dist,rr_ratio,sl_mult,exit_type,result,risk_usd,pnl_usd,pnl_pct,balance,entry_close,entry_ema13,entry_ema34,entry_ema89,entry_rsi,entry_atr,entry_atr_pct,entry_volume,entry_vol_ma,ema13_ema34_gap_pct,ema34_ema89_gap_pct,close_vs_ema34_pct,vol_vs_ma_pct,entry_ema_stack,entry_rsi_zone,entry_vol_strength,cond_atr_gate_passed,cond_ema13_gt_ema34,cond_close_gt_ema34,cond_ema34_gt_ema89,cond_vol_above_ma,signal_reason,cond_rsi_buy,cond_rsi_sell,month,year
12,SELL,2021-05-15 19:00:00+00:00,2021-05-16 18:00:00+00:00,23.0,48118.5,45821.9834,50098.2557,45821.9834,1979.7557,2296.5166,2.9,2.5,TP,TP,10.8603,31.4839,2.899,1117.5109,48118.5,48623.7364,49291.9481,50983.854,39.9,791.9023,0.016457,1662.0,1023.41,-1.3556,-3.3185,-2.3806,62.4,BEARISH,WEAK,HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=39.9(<45) | Vol=1662>1023 | ATR%=0.0165(>0.0015),False,True,2021-05,2021
13,SELL,2021-05-16 18:00:00+00:00,2021-05-17 03:00:00+00:00,9.0,45431.5,42870.828,47638.9759,42870.828,2207.4759,2560.672,2.9,2.5,TP,TP,11.1751,32.3966,2.899,1149.9076,45431.5,47846.4115,48424.152,49855.5652,28.22,882.9904,0.019436,3963.57,1240.97,-1.1931,-2.8711,-6.1801,219.39,BEARISH,OVERSOLD,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=28.2(<45) | Vol=3964>1241 | ATR%=0.0194(>0.0015),False,True,2021-05,2021
14,SELL,2021-05-17 03:00:00+00:00,2021-05-17 11:00:00+00:00,8.0,42950.5,45775.6057,45775.6057,39673.3773,2825.1057,3277.1227,2.9,2.5,SL,SL,11.4991,-11.5106,-1.001,1138.397,42950.5,45540.4411,46979.4189,48958.2703,28.9,1130.0423,0.02631,5089.8,2088.96,-3.063,-4.0419,-8.5759,143.65,BEARISH,OVERSOLD,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=28.9(<45) | Vol=5090>2089 | ATR%=0.0263(>0.0015),False,True,2021-05,2021
15,SELL,2021-05-17 15:00:00+00:00,2021-05-19 04:00:00+00:00,37.0,43375.0,40071.1236,46223.1693,40071.1236,2848.1693,3303.8764,2.9,2.5,TP,TP,11.384,33.0021,2.899,1171.3991,43375.0,44780.4925,45818.9238,47949.9092,37.25,1139.2677,0.026266,3365.39,2487.76,-2.2664,-4.4442,-5.3339,35.28,BEARISH,WEAK,ABOVE_AVG,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=37.3(<45) | Vol=3365>2488 | ATR%=0.0263(>0.0015),False,True,2021-05,2021
16,SELL,2021-05-19 04:00:00+00:00,2021-05-19 12:00:00+00:00,8.0,39303.0,36224.8678,41956.5623,36224.8678,2653.5623,3078.1322,2.9,2.5,TP,TP,11.714,33.9589,2.899,1205.358,39303.0,41880.9027,43234.3747,45342.6002,23.51,1061.4249,0.027006,8858.57,2317.83,-3.1305,-4.6495,-9.0932,282.19,BEARISH,OVERSOLD,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=23.5(<45) | Vol=8859>2318 | ATR%=0.0270(>0.0015),False,True,2021-05,2021
17,SELL,2021-05-19 12:00:00+00:00,2021-05-19 13:00:00+00:00,1.0,35082.0,30264.0278,39235.4243,30264.0278,4153.4243,4817.9722,2.9,2.5,TP,TP,12.0536,34.9433,2.899,1240.3013,35082.0,39640.5148,41637.0365,44310.238,17.69,1661.3697,0.047357,22740.13,4326.15,-4.7951,-6.0329,-15.7433,425.64,BEARISH,OVERSOLD,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=17.7(<45) | Vol=22740>4326 | ATR%=0.0474(>0.0015),False,True,2021-05,2021
18,SELL,2021-05-21 14:00:00+00:00,2021-05-21 21:00:00+00:00,7.0,37790.0,33581.6196,41417.9141,33581.6196,3627.9141,4208.3804,2.9,2.5,TP,TP,12.403,35.9563,2.899,1276.2576,37790.0,40222.9363,40271.4987,41358.5721,37.05,1451.1656,0.038401,20806.92,2431.23,-0.1206,-2.6284,-6.1619,755.82,BEARISH,WEAK,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=37.1(<45) | Vol=20807>2431 | ATR%=0.0384(>0.0015),False,True,2021-05,2021
19,SELL,2021-05-21 21:00:00+00:00,2021-05-23 16:00:00+00:00,43.0,36522.0,32087.1444,40345.1514,32087.1444,3823.1514,4434.8556,2.9,2.5,TP,TP,12.7626,36.9987,2.899,1313.2563,36522.0,37739.4383,39011.4523,40661.486,38.43,1529.2606,0.041872,9060.51,3682.0,-3.2606,-4.058,-6.3813,146.08,BEARISH,WEAK,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=38.4(<45) | Vol=9061>3682 | ATR%=0.0419(>0.0015),False,True,2021-05,2021
20,SELL,2021-05-23 16:00:00+00:00,2021-05-24 00:00:00+00:00,8.0,32205.0,35482.9707,35482.9707,28402.554,3277.9707,3802.446,2.9,2.5,SL,SL,13.1326,-13.1457,-1.001,1300.1106,32205.0,34569.5093,36069.4021,38007.9479,25.21,1311.1883,0.040714,10928.44,3478.33,-4.1584,-5.1004,-10.7138,214.19,BEARISH,OVERSOLD,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=25.2(<45) | Vol=10928>3478 | ATR%=0.0407(>0.0015),False,True,2021-05,2021
21,BUY,2021-05-26 02:00:00+00:00,2021-05-27 03:00:00+00:00,25.0,39222.5,37212.3687,37212.3687,41554.2523,2010.1313,2331.7523,2.9,2.5,SL,SL,13.0011,-13.0141,-1.001,1287.0965,39222.5,38226.4246,37868.753,37659.6949,62.12,804.0525,0.0205,2001.39,1769.33,0.9445,0.5551,3.5748,13.12,BULLISH,STRONG,AVERAGE,True,True,True,True,True,EMA13>EMA34 | Close>EMA34 | EMA34>EMA89 | RSI=62.1(>62) | Vol=2001>1769 | ATR%=0.0205(>0.0015),True,False,2021-05,2021
22,SELL,2021-05-28 08:00:00+00:00,2021-05-29 17:00:00+00:00,33.0,35969.0,33792.8632,37844.98,33792.8632,1875.98,2176.1368,2.9,2.5,TP,TP,12.871,37.3129,2.899,1324.4095,35969.0,37593.8443,38222.528,38293.4858,26.29,750.392,0.020862,3774.15,1699.26,-1.6448,-0.1853,-5.8958,122.11,BEARISH,OVERSOLD,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=26.3(<45) | Vol=3774>1699 | ATR%=0.0209(>0.0015),False,True,2021-05,2021
23,SELL,2021-05-29 20:00:00+00:00,2021-05-30 11:00:00+00:00,15.0,34245.0,36256.5093,36256.5093,31911.6492,2011.5093,2333.3508,2.9,2.5,SL,SL,13.2441,-13.2573,-1.001,1311.1521,34245.0,34707.0119,35565.4835,36712.3935,37.8,804.6037,0.023496,3183.86,2630.62,-2.4138,-3.124,-3.7128,21.03,BEARISH,WEAK,ABOVE_AVG,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=37.8(<45) | Vol=3184>2631 | ATR%=0.0235(>0.0015),False,True,2021-05,2021
24,SELL,2021-05-31 02:00:00+00:00,2021-05-31 08:00:00+00:00,6.0,34751.5,36114.0392,36114.0392,33170.9546,1362.5392,1580.5454,2.9,2.5,SL,SL,13.1115,-13.1246,-1.001,1298.0275,34751.5,35444.3307,35476.589,36065.8036,39.18,545.0157,0.015683,2083.7,1538.06,-0.0909,-1.6337,-2.0439,35.48,BEARISH,WEAK,ABOVE_AVG,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=39.2(<45) | Vol=2084>1538 | ATR%=0.0157(>0.0015),False,True,2021-05,2021
25,BUY,2021-06-01 00:00:00+00:00,2021-06-01 08:00:00+00:00,8.0,37774.0,36430.0121,36430.0121,39333.026,1343.9879,1559.026,2.9,2.5,SL,SL,12.9803,-12.9933,-1.001,1285.0342,37774.0,36854.1839,36299.663,36217.2005,70.44,537.5952,0.014232,1973.92,1892.65,1.5276,0.2277,4.0616,4.29,BULLISH,OVERBOUGHT,AVERAGE,True,True,True,True,True,EMA13>EMA34 | Close>EMA34 | EMA34>EMA89 | RSI=70.4(>62) | Vol=1974>1893 | ATR%=0.0142(>0.0015),True,False,2021-06,2021
26,BUY,2021-06-02 13:00:00+00:00,2021-06-03 05:00:00+00:00,16.0,37529.5,38861.2929,36381.4027,38861.2929,1148.0973,1331.7929,2.9,2.5,TP,TP,12.8503,37.2531,2.899,1322.2874,37529.5,37033.4699,36729.7772,36487.4545,64.19,459.2389,0.012237,2959.02,1377.8,0.8268,0.6641,2.1773,114.76,BULLISH,STRONG,VERY_HIGH,True,True,True,True,True,EMA13>EMA34 | Close>EMA34 | EMA34>EMA89 | RSI=64.2(>62) | Vol=2959>1378 | ATR%=0.0122(>0.0015),True,False,2021-06,2021
27,BUY,2021-06-03 05:00:00+00:00,2021-06-04 01:00:00+00:00,20.0,38778.5,37727.9247,37727.9247,39997.1674,1050.5753,1218.6674,2.9,2.5,SL,SL,13.2229,-13.2361,-1.001,1309.0513,38778.5,37765.7395,37379.8717,36881.227,73.54,420.2301,0.010837,4298.92,1546.49,1.0323,1.352,3.7417,177.98,BULLISH,OVERBOUGHT,VERY_HIGH,True,True,True,True,True,EMA13>EMA34 | Close>EMA34 | EMA34>EMA89 | RSI=73.5(>62) | Vol=4299>1546 | ATR%=0.0108(>0.0015),True,False,2021-06,2021
28,SELL,2021-06-05 10:00:00+00:00,2021-06-05 21:00:00+00:00,11.0,36458.0,34949.3816,37758.5331,34949.3816,1300.5331,1508.6184,2.9,2.5,TP,TP,13.0905,37.9494,2.899,1347.0007,36458.0,37189.6528,37331.5315,37337.3987,37.62,520.2133,0.014269,3542.82,1821.09,-0.3801,-0.0157,-2.3399,94.54,BEARISH,WEAK,HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=37.6(<45) | Vol=3543>1821 | ATR%=0.0143(>0.0015),False,True,2021-06,2021
29,SELL,2021-06-05 21:00:00+00:00,2021-06-06 06:00:00+00:00,9.0,34998.0,36386.7842,36386.7842,33387.0103,1388.7842,1610.9897,2.9,2.5,SL,SL,13.47,-13.4835,-1.001,1333.5172,34998.0,36018.0059,36606.2854,37006.6358,29.93,555.5137,0.015873,3666.18,2404.76,-1.607,-1.0818,-4.3935,52.46,BEARISH,OVERSOLD,HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=29.9(<45) | Vol=3666>2405 | ATR%=0.0159(>0.0015),False,True,2021-06,2021
30,SELL,2021-06-06 13:00:00+00:00,2021-06-07 01:00:00+00:00,12.0,35658.0,36723.4972,36723.4972,34422.0233,1065.4972,1235.9767,2.9,2.5,SL,SL,13.3352,-13.3485,-1.001,1320.1687,35658.0,35944.9163,36195.9345,36678.9293,41.92,426.1989,0.011952,2341.78,1679.0,-0.6935,-1.3168,-1.4862,39.47,BEARISH,WEAK,ABOVE_AVG,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=41.9(<45) | Vol=2342>1679 | ATR%=0.0120(>0.0015),False,True,2021-06,2021
31,SELL,2021-06-07 16:00:00+00:00,2021-06-07 20:00:00+00:00,4.0,35800.5,34738.4993,36716.0179,34738.4993,915.5179,1062.0007,2.9,2.5,TP,TP,13.2017,38.2717,2.899,1358.4404,35800.5,36165.0635,36176.9207,36442.2526,42.44,366.2071,0.010229,2317.03,1916.52,-0.0328,-0.7281,-1.0405,20.9,BEARISH,WEAK,ABOVE_AVG,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=42.4(<45) | Vol=2317>1917 | ATR%=0.0102(>0.0015),False,True,2021-06,2021
32,SELL,2021-06-07 20:00:00+00:00,2021-06-08 02:00:00+00:00,6.0,34467.5,33140.0359,35611.8656,33140.0359,1144.3656,1327.4641,2.9,2.5,TP,TP,13.5844,39.3812,2.899,1397.8216,34467.5,35760.5568,35999.8668,36348.3488,27.28,457.7462,0.013281,6283.12,2144.56,-0.6648,-0.9587,-4.2566,192.98,BEARISH,OVERSOLD,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=27.3(<45) | Vol=6283>2145 | ATR%=0.0133(>0.0015),False,True,2021-06,2021
33,SELL,2021-06-08 02:00:00+00:00,2021-06-09 06:00:00+00:00,28.0,32667.0,34166.8904,34166.8904,30927.1271,1499.8904,1739.8729,2.9,2.5,SL,SL,13.9782,-13.9922,-1.001,1383.8294,32667.0,34420.8906,35288.5196,36005.9514,18.77,599.9562,0.018366,9266.67,3179.59,-2.4587,-1.9925,-7.4288,191.44,BEARISH,OVERSOLD,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=18.8(<45) | Vol=9267>3180 | ATR%=0.0184(>0.0015),False,True,2021-06,2021
34,BUY,2021-06-10 00:00:00+00:00,2021-06-12 04:00:00+00:00,52.0,36961.5,35215.3701,35215.3701,38987.0107,1746.1299,2025.5107,2.9,2.5,SL,SL,13.8383,-13.8521,-1.001,1369.9772,36961.5,36204.7332,35087.2596,34957.5517,67.95,698.452,0.018897,4618.54,4373.97,3.1848,0.371,5.3417,5.59,BULLISH,STRONG,AVERAGE,True,True,True,True,True,EMA13>EMA34 | Close>EMA34 | EMA34>EMA89 | RSI=67.9(>62) | Vol=4619>4374 | ATR%=0.0189(>0.0015),True,False,2021-06,2021
35,SELL,2021-06-13 03:00:00+00:00,2021-06-13 10:00:00+00:00,7.0,34886.5,35953.3069,35953.3069,33649.004,1066.8069,1237.496,2.9,2.5,SL,SL,13.6998,-13.7135,-1.001,1356.2638,34886.5,35572.6209,35854.658,35976.4693,34.84,426.7227,0.012232,4277.97,2526.26,-0.7866,-0.3386,-2.7002,69.34,BEARISH,WEAK,HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=34.8(<45) | Vol=4278>2526 | ATR%=0.0122(>0.0015),False,True,2021-06,2021
36,BUY,2021-06-13 18:00:00+00:00,2021-06-13 20:00:00+00:00,2.0,37482.5,38792.8078,36352.9243,38792.8078,1129.5757,1310.3078,2.9,2.5,TP,TP,13.5626,39.3181,2.899,1395.5819,37482.5,36295.4635,36003.2784,35984.2712,73.08,451.8303,0.012054,2736.26,2725.37,0.8116,0.0528,4.1086,0.4,BULLISH,OVERBOUGHT,AVERAGE,True,True,True,True,True,EMA13>EMA34 | Close>EMA34 | EMA34>EMA89 | RSI=73.1(>62) | Vol=2736>2725 | ATR%=0.0121(>0.0015),True,False,2021-06,2021
37,BUY,2021-06-14 01:00:00+00:00,2021-06-14 13:00:00+00:00,12.0,39193.0,40742.6825,37857.0668,40742.6825,1335.9332,1549.6825,2.9,2.5,TP,TP,13.9558,40.4579,2.899,1436.0398,39193.0,38051.157,36982.4226,36406.0428,78.45,534.3733,0.013634,4809.4,3222.07,2.8898,1.5832,5.9774,49.26,BULLISH,OVERBOUGHT,ABOVE_AVG,True,True,True,True,True,EMA13>EMA34 | Close>EMA34 | EMA34>EMA89 | RSI=78.5(>62) | Vol=4809>3222 | ATR%=0.0136(>0.0015),True,False,2021-06,2021
38,BUY,2021-06-14 13:00:00+00:00,2021-06-16 11:00:00+00:00,46.0,40529.0,39200.3366,39200.3366,42070.2495,1328.6634,1541.2495,2.9,2.5,SL,SL,14.3604,-14.3748,-1.001,1421.665,40529.0,39279.7773,38217.8768,37111.538,77.01,531.4654,0.013113,11035.93,3199.29,2.7785,2.9811,6.0472,244.95,BULLISH,OVERBOUGHT,VERY_HIGH,True,True,True,True,True,EMA13>EMA34 | Close>EMA34 | EMA34>EMA89 | RSI=77.0(>62) | Vol=11036>3199 | ATR%=0.0131(>0.0015),True,False,2021-06,2021
39,SELL,2021-06-17 20:00:00+00:00,2021-06-18 15:00:00+00:00,19.0,37751.5,36504.7121,38826.3172,36504.7121,1074.8172,1246.7879,2.9,2.5,TP,TP,14.2167,41.2141,2.899,1462.8791,37751.5,38383.9231,38808.9043,38861.7245,31.03,429.9269,0.011388,3299.89,2775.85,-1.0951,-0.1359,-2.7246,18.88,BEARISH,WEAK,AVERAGE,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=31.0(<45) | Vol=3300>2776 | ATR%=0.0114(>0.0015),False,True,2021-06,2021
40,SELL,2021-06-18 15:00:00+00:00,2021-06-19 03:00:00+00:00,12.0,36395.5,35053.4387,37552.4494,35053.4387,1156.9494,1342.0613,2.9,2.5,TP,TP,14.6288,42.4089,2.899,1505.288,36395.5,37381.2545,37926.4256,38409.6423,25.89,462.7798,0.012715,3728.54,2825.22,-1.4374,-1.2581,-4.0366,31.97,BEARISH,OVERSOLD,ABOVE_AVG,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=25.9(<45) | Vol=3729>2825 | ATR%=0.0127(>0.0015),False,True,2021-06,2021
41,SELL,2021-06-19 03:00:00+00:00,2021-06-19 12:00:00+00:00,9.0,35104.0,36371.87,36371.87,33633.2708,1267.87,1470.7292,2.9,2.5,SL,SL,15.0529,-15.0679,-1.001,1490.22,35104.0,35907.0625,36789.1605,37769.4773,29.31,507.148,0.014447,6687.64,3483.15,-2.3977,-2.5955,-4.5806,92.0,BEARISH,OVERSOLD,HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=29.3(<45) | Vol=6688>3483 | ATR%=0.0144(>0.0015),False,True,2021-06,2021
42,SELL,2021-06-19 12:00:00+00:00,2021-06-20 10:00:00+00:00,22.0,35736.0,34387.9612,36898.1024,34387.9612,1162.1024,1348.0388,2.9,2.5,TP,TP,14.9022,43.2015,2.899,1533.4215,35736.0,35751.859,36330.3881,37383.4784,42.75,464.841,0.013008,6220.43,3170.26,-1.5924,-2.817,-1.6361,96.21,BEARISH,WEAK,HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=42.8(<45) | Vol=6220>3170 | ATR%=0.0130(>0.0015),False,True,2021-06,2021
43,SELL,2021-06-20 10:00:00+00:00,2021-06-20 19:00:00+00:00,9.0,34099.5,35215.2503,35215.2503,32805.2297,1115.7503,1294.2703,2.9,2.5,SL,SL,15.3342,-15.3495,-1.001,1518.0719,34099.5,35331.0835,35727.827,36676.5006,26.56,446.3001,0.013088,12729.95,2791.28,-1.1105,-2.5866,-4.5576,356.06,BEARISH,OVERSOLD,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=26.6(<45) | Vol=12730>2791 | ATR%=0.0131(>0.0015),False,True,2021-06,2021
44,SELL,2021-06-21 04:00:00+00:00,2021-06-21 06:00:00+00:00,2.0,34253.5,32787.5613,35517.2403,32787.5613,1263.7403,1465.9387,2.9,2.5,TP,TP,15.1807,44.0089,2.899,1562.0809,34253.5,35028.0863,35221.0229,36084.712,36.07,505.4961,0.014758,9374.48,4499.37,-0.5478,-2.3935,-2.747,108.35,BEARISH,WEAK,VERY_HIGH,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=36.1(<45) | Vol=9374>4499 | ATR%=0.0148(>0.0015),False,True,2021-06,2021
45,SELL,2021-06-21 07:00:00+00:00,2021-06-22 10:00:00+00:00,27.0,32970.5,31115.4982,34569.6395,31115.4982,1599.1395,1855.0018,2.9,2.5,TP,TP,15.6208,45.2847,2.899,1607.3656,32970.5,34391.1199,34918.6017,35907.7022,29.44,639.6558,0.019401,5768.77,4977.78,-1.5106,-2.7546,-5.579,15.89,BEARISH,OVERSOLD,AVERAGE,True,False,False,False,True,EMA13<EMA34 | Close<EMA34 | EMA34<EMA89 | RSI=29.4(<45) | Vol=5769>4978 | ATR%=0.0194(>0.0015),False,True,2021-06,2021
